,url,publication_dt,byline,book_title,book_author,summary,uuid,uri,isbn13
1,http://www.nytimes.com/1990/10/07/books/the-four-bikers-of-the-apocalypse.html,1990-10-07,JOE QUEENAN,"Good Omens : The Nice and Accurate Prophecies of Agnes Nutter, Witch",Neil Gaiman,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060853983']
2,http://www.nytimes.com/2013/06/30/books/review/neil-gaimans-ocean-at-the-end-of-the-lane.html,2013-06-30,BENJAMIN PERCY,The Ocean at the End of the Lane,Neil Gaiman,Neil Gaiman’s narrator looks back on his lonely boyhood and his friendship with a remarkable girl.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780062255655', '9780062255662', '9780062255679', '9780062263032', '9780062265081', '9780062278593', '9781472200310']"
3,http://www.nytimes.com/2009/02/15/books/review/Edinger-t.html,2009-02-15,MONICA EDINGER,The Graveyard Book,Neil Gaiman,This year’s Newbery Medal-winner is about a boy who is raised by ghosts in a cemetery.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780060530921', '9780060530938', '9780060530945', '9780061551895', '9780061707391', '9780061707414', '9780061709128', '9780061709388', '9780061709395', '9780061709401', '9780061709418', '9780061709425', '9780061709432', '9780061712821', '9780061972652', '9780062081551', '9780062364463', '9780329709020', '9780606148832', '9780747594802', '9781408808207', '9781410414410', '9781435695771']"
4,http://www.nytimes.com/2006/11/05/books/review/Itzkoff.t.html,2006-11-05,DAVE ITZKOFF,Fragile Things,Neil Gaiman,"In his comic books and in his fiction, Neil Gaiman’s recurring theme is the relationship between dreams and creative inspiration.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780060515232']
5,http://www.nytimes.com/2014/10/22/books/hansel-gretel-by-neil-gaiman-and-lorenzo-mattotti.html,2014-10-22,MARIA RUSSO,HANSEL & GRETEL,Neil Gaiman,Neil Gaiman and Lorenzo Mattotti reinvent “Hansel and Gretel.”,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781935179627']
6,http://www.nytimes.com/2015/03/08/books/review/neil-gaimans-trigger-warning.html,2015-03-08,ANDREW O’HEHIR,Trigger Warning,Neil Gaiman,"In horror stories and science fiction, fairy tales and poetry, Neil Gaiman explores the transformative power of imagination.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780062330260', '9780062369741', '9780062373687']"
7,http://www.nytimes.com/2005/10/09/books/review/09taylor.html,2005-10-09,CHARLES TAYLOR,Anansi Boys,Neil Gaiman,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
8,https://www.nytimes.com/2017/05/15/books/review/norse-mythology-neil-gaiman-audio.html,2017-05-15,LIDIA YUKNAVITCH,Norse Mythology,Neil Gaiman,"In “Norse Mythology,” Neil Gaiman brings visceral voice to the ancient and weird tales that have so deeply informed the otherworlds of his fiction.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780393609097']
9,https://www.nytimes.com/2020/07/15/books/review/the-sandman-neil-gaiman-audio.html,2020-07-15,Maya Phillips,The Sandman,Neil Gaiman,"In a new audio production, James McAvoy, Michael Sheen and a full cast give voice to “The Sandman.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['b086wq7j62']
0,http://www.nytimes.com/2014/09/14/books/review/acceptance-by-jeff-vandermeer.html,2014-09-14,SCOTT HUTCHINS,Acceptance,Jeff VanderMeer,"In a trilogy’s conclusion, the mysterious ecosystem known as Area X yields more of its secrets.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780374104115', '9780374710798']"
1,https://www.nytimes.com/2017/05/05/books/review/borne-jeff-vandermeer.html,2017-05-05,WAI CHEE DIMOCK,Borne,Jeff VanderMeer,"In “Borne,” his new work of eco-fiction, Jeff VanderMeer explores the consequences of our biotech obsession by way of a giant flying bear.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374115241']
2,https://www.nytimes.com/2019/12/03/books/review/dead-astronauts-jeff-vandermeer.html,2019-12-03,CHELSEA LEU,Dead Astronauts,Jeff VanderMeer,"His new novel, “Dead Astronauts,” is a phantasmagoric pastiche set in a post-climate-change future.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374276805']
3,https://www.nytimes.com/2020/07/07/books/review/jeff-vandermeer-peculiar-peril.html,2020-07-07,Laird Hunt,A Peculiar Peril,Jeff VanderMeer,"Fans of his Borne trilogy, whether young or old, will find much to enjoy in “A Peculiar Peril.”",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780374308865']
0,http://www.nytimes.com/1994/07/10/books/science-fiction.html,1994-07-10,GERALD JONAS,Mysterium,Robert Charles Wilson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780765327413']
1,http://www.nytimes.com/2003/09/14/books/science-fiction.html,2003-09-14,GERALD JONAS,Blind Lake,Robert Charles Wilson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780765341600']
2,http://www.nytimes.com/1998/07/12/books/science-fiction.html,1998-07-12,GERALD JONAS,Darwinia,Robert Charles Wilson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312860387']
3,http://www.nytimes.com/2000/09/03/books/science-fiction.html,2000-09-03,GERALD JONAS,The Perseids and Other Stories,Robert Charles Wilson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312873745']
4,http://www.nytimes.com/2001/09/02/books/science-fiction.html,2001-09-02,GERALD JONAS,"Chronoliths, The",Robert Charles Wilson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780312873844']
5,http://www.nytimes.com/2003/11/23/books/books-in-brief-fiction-poetry-137812.html,2003-11-23,JOHN HARTL,Julian Comstock,Robert Charles Wilson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781565123878']
0,http://www.nytimes.com/2004/02/08/books/children-s-books-178209.html,2004-02-08,DEBORAH HARRISON,Goose Girl,Shannon Hale,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781599904078']
1,https://www.nytimes.com/2017/05/12/books/review/real-friends-memoir-shannon-hale.html,2017-05-12,KATE MESSNER,Real Friends,Shannon Hale,The popular girls and mean girls of “Real Friends” distress the author of this middle-grade graphic memoir from Shannon Hale.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781626727854']
0,http://www.nytimes.com/1996/02/25/books/murderers-row.html,1996-02-25,COLIN HARRISON,Intensity,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780739346723']
1,http://www.nytimes.com/1994/11/13/books/in-short-fiction-811009.html,1994-11-13,JAY E. ROSEN,Dark Rivers of the Heart,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780679756491']
2,http://www.nytimes.com/2001/01/08/books/books-of-the-times-two-saintly-babies-in-a-thriller-from-the-great-beyond.html,2001-01-08,JANET MASLIN,From the Corner of His Eye,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780307414137']
3,http://www.nytimes.com/1999/02/07/books/books-in-brief-fiction-117277.html,1999-02-07,DAVID WALTON,Seize the Night,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553106657']
4,http://www.nytimes.com/1997/04/20/books/books-in-brief-fiction-569119.html,1997-04-20,CHARLES SALZBERG,Sole Survivor,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345533449']
5,http://www.nytimes.com/2007/11/22/books/22masl.html,2007-11-22,JANET MASLIN,The Darkest Evening of the Year,Dean Koontz,Dean Koontz has put an angelic golden retriever at the center of his latest epic tale of good versus evil.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780345533289']
6,http://www.nytimes.com/2003/12/09/books/books-of-the-times-premonitory-phantoms-and-a-cameo-by-elvis.html,2003-12-09,JANET MASLIN,Odd Thomas: An Odd Thomas Novel,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553802498']
7,http://www.nytimes.com/2004/12/06/books/06masl.html,2004-12-06,JANET MASLIN,Life Expectancy: A Novel,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553804140']
8,http://www.nytimes.com/2005/12/12/books/review/12masl.html,2005-12-12,JANET MASLIN,Forever Odd: An Odd Thomas Novel,Dean Koontz,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553804164']
9,http://www.nytimes.com/2008/11/20/books/20new.html,2008-11-20,AMY VIRSHUP,Your Heart Belongs to Me: A Novel,Dean Koontz,"New books by Wally Lamb, Kate Jacobs, Dean Koontz, Mark Barrowcliffe and Julia Leigh.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553807134']
0,http://www.nytimes.com/2014/11/02/books/review/michel-fabers-book-of-strange-new-things.html,2014-11-02,MARCEL THEROUX,The Book of Strange New Things,Michel Faber,"In Michel Faber’s novel, a pastor heads off to take up a new ministry on another planet.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780553418842']
1,http://www.nytimes.com/2009/01/08/books/08maslin.html,2009-01-08,JANET MASLIN,The Fire Gospel,Michel Faber,"In Michel Faber’s novel based on the Prometheus myth, a linguist discovers what appears to be a fifth Gospel, a new account of the Crucifixion.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780802144744']
2,http://www.nytimes.com/2007/09/13/books/13masl.html,2007-09-13,JANET MASLIN,Vanilla Bright Like Eminem,Michel Faber,"In a short story called “Mouse,” part of Michel Faber’s poignantly eerie new collection, “Vanilla Bright Like Eminem,” he writes of a myopic video-gamer named Manny and the strange little world he inhabits. ",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780151013142']
3,http://www.nytimes.com/2002/09/15/books/the-nanny-diaries.html,2002-09-15,JAMES R. KINCAID,The Crimson Petal and the White,Michel Faber,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
4,http://www.nytimes.com/2002/09/19/books/books-of-the-times-a-prostitute-in-the-day-of-dickens.html,2002-09-19,JANET MASLIN,The Crimson Petal and the White,Michel Faber,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,
5,http://www.nytimes.com/2004/10/25/books/25masl.html,2004-10-25,JANET MASLIN,The Courage Consort: Three Novellas,Michel Faber,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780151010615']
6,http://www.nytimes.com/2005/02/27/books/review/27JUDDL.html,2005-02-27,ELIZABETH JUDD,The Courage Consort: Three Novellas,Michel Faber,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780151010615']
7,http://www.nytimes.com/2007/12/23/books/review/Banks-t.html,2007-12-23,ERIC BANKS,Vanilla Bright Like Eminem,Michel Faber,Two Scottish writers imagine their way into some awkward situations.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780151013142']
0,http://www.nytimes.com/2013/08/27/books/samantha-shannons-fantasy-novel-the-bone-season.html,2013-08-27,JANET MASLIN,The Bone Season,Samantha Shannon,"Samantha Shannon’s debut novel, a dystopian portrait of London in the year 2059, has already been optioned for film and was the first pick of the “Today” show’s new book club.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781620402658']
0,http://www.nytimes.com/2001/11/18/books/children-s-books-the-music-man.html,2001-11-18,MARTHA CHOWNING,"Handel, Who Knew What He Liked",M.T. Anderson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780763610463']
1,https://www.nytimes.com/2017/05/11/books/review/yvain-the-knight-of-the-lion-mt-anderson.html,2017-05-11,MAILE MELOY,Yvain the Knight of the Lion,M.T. Anderson,"“Yvain the Knight of the Lion,” a graphic novel written by M.T. Anderson, retells a medieval epic, raising questions about honor, fate and society.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780763659394']
0,http://www.nytimes.com/2003/06/08/books/step-13-write-a-book.html,2004-02-08,LAURA MILLER,Million Little Pieces,James Frey,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307276902', '9780385507752', '9780385508841', '9780606346047', '9781400031085', '9781400079018', '9781565117778', '9781565117785', '9781598872378', '9781607755623', '9781848542358']"
1,http://www.nytimes.com/2003/04/21/books/books-of-the-times-cry-and-you-cry-alone-not-if-you-write-about-it.html,2003-04-21,JANET MASLIN,Million Little Pieces,James Frey,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780307276902', '9780385507752', '9780385508841', '9780606346047', '9781400031085', '9781400079018', '9781565117778', '9781565117785', '9781598872378', '9781607755623', '9781848542358']"
2,http://www.nytimes.com/2008/05/12/books/12masl.html,2008-05-12,JANET MASLIN,Bright Shiny Morning,James Frey,James Frey stepped up to the plate and hit one out of the park with his new book.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061573170']
3,http://www.nytimes.com/2008/07/06/books/review/Kirn-t.html,2008-07-06,WALTER KIRN,Bright Shiny Morning,James Frey,"After publishing two memoirs that proved insufficiently factual, James Frey has brought forth a novel whose greatest problem is that it’s insufficiently fictional.",00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780061573170']
4,http://www.nytimes.com/2003/06/08/books/step-13-write-a-book.html,2003-06-08,DAVID KAMP,A Million Little Pieces,James Frey,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780385507752']
5,http://www.nytimes.com/2005/08/21/books/review/21PATTERSON.html,2005-08-21,TROY PATTERSON,My Friend Leonard,James Frey,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781573223157']
6,https://www.nytimes.com/2018/09/07/books/review/katerina-james-frey.html,2018-09-07,MELISSA BRODER,Katerina,James Frey,“Katerina” oscillates between ’90s Paris and present-day L.A. to trace a washed-up writer’s midlife malaise.,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9781982101442']
0,http://www.nytimes.com/1999/11/21/books/virtual-novel.html,1999-11-21,TOM LECLAIR,All Tomorrow's Parties,William Gibson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780141910031']
1,http://www.nytimes.com/1991/03/10/books/queen-victoria-s-computers.html,1991-03-10,THOMAS M. DISCH,Difference Engine,William Gibson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780440423621']
2,http://www.nytimes.com/2010/09/12/books/review/Thomas-t.html,2010-09-12,SCARLETT THOMAS,Zero History,William Gibson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,"['9780141965703', '9780399156823', '9780425240779', '9780425259450', '9781101439319', '9781101443316']"
3,http://www.nytimes.com/1993/11/18/books/books-of-the-times-thrills-and-chills-in-cybernetics-dark-alleyways.html,1993-11-18,CHRISTOPHER LEHMANN-HAUPT,Virtual Light,William Gibson,,00000000-0000-0000-0000-000000000000,nyt://book/00000000-0000-0000-0000-000000000000,['9780770426149']
